,State,Year,Victim_count,Offender_race,Victim_race,Offense,City,Offender_count,Region,Juvenile_Offeneder_Count
12155,New York,1994,1,White,Others,Intimidation,New York,1,Northeast,
12156,Indiana,2005,1,White,Black or African American,Intimidation,Purdue University,1,Midwest,
12157,Ohio,2014,1,Black or African American,Others,Intimidation,Columbus,1,Midwest,0.0
12158,Maryland,1996,1,Black or African American,White,Assault,Baltimore,2,South,
12159,Arizona,2008,1,White,Others,Intimidation,Phoenix,2,West,
12160,Ohio,2002,1,Black or African American,White,Intimidation,Columbus,3,Midwest,
12161,Washington,2009,2,Black or African American,Asian,Property,Spokane,1,West,
12162,California,2003,1,White,Black or African American,Assault,Moreno Valley,3,West,
12163,Massachusetts,2012,2,White,Black or African American,Assault,Charlton,1,Northeast,
12164,Pennsylvania,1993,1,White,Black or African American,Assault,Midland,1,Northeast,
12165,Texas,2003,1,White,Others,Others,San Antonio,2,South,
12166,Washington,2017,1,White,White,Others,Spokane,1,West,0.0
12167,Washington,1993,2,White,Black or African American,Intimidation,Bellingham,1,West,
12168,Georgia,2006,1,Black or African American,White,Intimidation,Atlanta,2,South,
12169,Maine,2004,1,White,Others,Intimidation,Augusta,1,Northeast,
12170,Michigan,2006,4,White,Asian,Intimidation,Ottawa,1,Midwest,
12171,Illinois,1993,1,Black or African American,White,Property,Chicago,5,Midwest,
12172,Florida,2001,1,White,Others,Property,Palm Beach,1,South,
12173,California,2015,1,Asian,Black or African American,Assault,Clovis,1,West,
12174,Pennsylvania,2015,1,White,White,Intimidation,State Police:,1,Northeast,
12175,Oregon,2013,1,White,Black or African American,Intimidation,Ashland,1,West,0.0
12176,West Virginia,2004,1,White,White,Others,Beckley,1,South,
12177,Texas,2005,1,Black or African American,White,Assault,Dallas,3,South,
12178,New Jersey,2005,1,White,Black or African American,Intimidation,Lakewood Township,1,Northeast,
12179,Colorado,2015,1,White,Black or African American,Assault,Arapahoe,1,West,
12180,Illinois,2001,1,White,Others,Assault,Chicago,1,Midwest,
12181,Kansas,2009,1,Black or African American,Black or African American,Intimidation,Hutchinson,1,Midwest,
12182,Connecticut,2001,1,White,Black or African American,Intimidation,New Haven,1,Northeast,
12183,Washington,2013,1,White,White,Intimidation,Ferndale,1,West,0.0
12184,California,2017,1,White,Others,Others,Redding,1,West,0.0
12185,Massachusetts,1999,1,White,Others,Intimidation,Northampton,1,Northeast,
12186,Maine,2005,1,White,Black or African American,Assault,South Portland,1,Northeast,
12187,Texas,2008,1,White,Black or African American,Intimidation,Bryan,1,South,
12188,Texas,2004,3,White,Others,Assault,Dallas,2,South,
12189,Utah,2010,1,White,Black or African American,Assault,Salt Lake City,1,West,
12190,Texas,2010,3,Black or African American,White,Intimidation,Bryan,5,South,
12191,Missouri,2014,1,Black or African American,White,Intimidation,Kansas City,1,Midwest,0.0
12192,Delaware,1992,1,White,Others,Assault,University of Delaware,1,South,
12193,Maryland,1992,1,Black or African American,White,Assault,Talbot,1,South,
12194,Washington,2014,1,White,Black or African American,Intimidation,Walla Walla,1,West,0.0
12195,New York,1994,1,Black or African American,Others,Others,New York,1,Northeast,
12196,Minnesota,1996,1,Black or African American,White,Assault,Richfield,1,Midwest,
12197,California,2007,1,Black or African American,Black or African American,Intimidation,Downey,1,West,
12198,California,2017,1,Black or African American,Others,Assault,Los Angeles,1,West,0.0
12199,Oregon,1994,1,White,Others,Assault,Douglas,1,West,
12200,New Jersey,2017,1,White,Black or African American,Intimidation,Woodbury,1,Northeast,
12201,California,2005,1,White,Black or African American,Assault,Paramount,1,West,
12202,Tennessee,2013,1,White,Others,Property,Jackson,1,South,0.0
12203,Massachusetts,1993,1,Black or African American,White,Assault,Boston,3,Northeast,
12204,California,2011,1,White,Black or African American,Assault,Beaumont,1,West,0.0
12205,Michigan,2009,1,White,Others,Assault,Royal Oak,1,Midwest,
12206,Michigan,2012,1,White,White,Others,Oscoda Township,1,Midwest,
12207,California,1999,1,White,Others,Property,La Mesa,1,West,
12208,Missouri,1992,1,White,Black or African American,Assault,St. Louis,1,Midwest,
12209,Arizona,2000,2,White,Others,Assault,Phoenix,1,West,
12210,Maryland,1992,1,Black or African American,Others,Assault,Montgomery County Police Department,2,South,
12211,Washington,1992,1,Black or African American,White,Assault,Spokane,3,West,
12212,Ohio,2004,1,White,Black or African American,Intimidation,Dayton,1,Midwest,
12213,Virginia,2018,1,Asian,Black or African American,Others,Fairfax County Police Department,1,South,0.0
12214,District of Columbia,2017,3,Black or African American,Others,Intimidation,Washington,1,South,0.0
12215,Oklahoma,1991,1,White,Black or African American,Intimidation,Tulsa,3,South,
12216,Florida,2010,1,White,Asian,Assault,Orlando,1,South,
12217,Michigan,1995,1,White,Black or African American,Assault,Meridian Township,6,Midwest,
12218,Washington,2018,1,White,Others,Assault,Seattle,1,West,0.0
12219,New York,2016,1,Asian,Asian,Others,New York,1,Northeast,0.0
12220,Washington,2015,1,White,Others,Assault,Redmond,2,West,
12221,Pennsylvania,1994,1,White,Black or African American,Assault,Philadelphia,4,Northeast,
12222,California,2002,1,White,Black or African American,Assault,Montclair,1,West,
12223,Missouri,2017,2,White,Black or African American,Intimidation,Cameron,1,Midwest,
12224,Minnesota,1991,11,White,Black or African American,Assault,St. Paul,1,Midwest,
12225,Arkansas,2006,1,White,White,Others,Glenwood,2,South,
12226,Minnesota,1998,1,White,Black or African American,Assault,Brooklyn Center,1,Midwest,
12227,California,2007,1,White,Black or African American,Assault,Huntington Beach,4,West,
12228,Washington,2012,1,Asian,Black or African American,Intimidation,Seattle,1,West,
12229,Michigan,1999,1,White,Black or African American,Assault,Port Huron,1,Midwest,
12230,North Carolina,2014,1,Black or African American,White,Assault,Williamston,1,South,0.0
12231,New York,2000,1,White,Black or African American,Intimidation,Ithaca,7,Northeast,
12232,Michigan,2002,2,White,Others,Intimidation,Three Rivers,2,Midwest,
12233,Indiana,2000,2,White,Black or African American,Intimidation,Indianapolis,1,Midwest,
12234,Massachusetts,2001,1,White,Black or African American,Assault,North Adams,1,Northeast,
12235,Indiana,2006,1,White,Black or African American,Intimidation,Bloomington,1,Midwest,
12236,Minnesota,2018,1,White,Black or African American,Assault,North Branch,1,Midwest,1.0
12237,Tennessee,2012,1,White,Black or African American,Property,Memphis,1,South,
12238,Ohio,1994,1,Black or African American,White,Property,Columbus,1,Midwest,
12239,New Jersey,2001,1,White,Others,Intimidation,South Bound Brook,1,Northeast,
12240,California,2000,1,White,Asian,Assault,San Francisco,1,West,
12241,Maryland,1994,1,White,Black or African American,Assault,Baltimore County Police Department,3,South,
12242,Washington,1992,3,White,Black or African American,Intimidation,Seattle,1,West,
12243,Minnesota,2017,2,White,Black or African American,Assault,Minneapolis,1,Midwest,0.0
12244,New Jersey,2005,1,White,Asian,Intimidation,Hillsborough Township,1,Northeast,
12245,Tennessee,2015,1,White,Others,Others,Niota,1,South,
12246,Michigan,2002,1,White,Black or African American,Intimidation,Bay City,1,Midwest,
12247,Ohio,2011,1,Black or African American,White,Others,Reynoldsburg,1,Midwest,0.0
12248,South Dakota,2001,1,White,Others,Assault,Rapid City,3,Midwest,
12249,California,2007,2,White,Others,Assault,San Diego,1,West,
12250,Ohio,1993,1,Black or African American,White,Assault,Akron,1,Midwest,
12251,New York,1996,1,Black or African American,Others,Assault,New York,6,Northeast,
12252,Michigan,2013,1,Black or African American,White,Assault,Clinton Township,1,Midwest,0.0
12253,Oregon,2001,1,White,Black or African American,Assault,Portland,1,West,
12254,Missouri,2011,1,Black or African American,White,Assault,Kansas City,1,Midwest,0.0
12255,Utah,2011,1,White,Others,Property,Bountiful,2,West,0.0
12256,Massachusetts,1996,1,Black or African American,White,Intimidation,Lowell,1,Northeast,
12257,Washington,2008,1,White,Others,Intimidation,Clark,1,West,
12258,Illinois,1996,2,Black or African American,Others,Intimidation,DuPage,4,Midwest,
12259,New Jersey,2002,3,White,Black or African American,Assault,Gloucester City,2,Northeast,
12260,Massachusetts,2018,1,Black or African American,Others,Property,Brockton,1,Northeast,1.0
12261,Michigan,2018,1,White,Black or African American,Intimidation,Ypsilanti,1,Midwest,0.0
12262,Rhode Island,1999,1,White,Black or African American,Intimidation,Providence,1,Northeast,
12263,Massachusetts,2015,1,White,Others,Intimidation,Boston,1,Northeast,
12264,New Jersey,1995,1,White,Black or African American,Intimidation,Pitman,1,Northeast,
12265,Texas,2004,2,Black or African American,White,Assault,Cleburne,1,South,
12266,Arizona,2003,1,Black or African American,White,Assault,Phoenix,1,West,
12267,Michigan,2000,1,White,Black or African American,Intimidation,Mount Pleasant,1,Midwest,
12268,New York,2008,1,White,Black or African American,Assault,New Rochelle,1,Northeast,
12269,North Carolina,2008,4,White,Black or African American,Property,Salisbury,1,South,
12270,Maine,2001,1,White,Asian,Assault,Cumberland,3,Northeast,
12271,Florida,1995,1,White,Black or African American,Others,Tallahassee,1,South,
12272,Connecticut,2007,2,White,Black or African American,Assault,New Haven,1,Northeast,
12273,Michigan,2006,1,White,Black or African American,Intimidation,Mayville,1,Midwest,
12274,Wisconsin,2001,2,White,Black or African American,Assault,Green Bay,2,Midwest,
12275,Washington,1993,1,White,Others,Intimidation,Bellevue,1,West,
12276,Florida,2018,1,White,Black or African American,Assault,Gainesville,1,South,0.0
12277,Massachusetts,2002,1,White,Black or African American,Intimidation,Somerville,3,Northeast,
12278,Maryland,2005,1,White,Others,Property,St. Mary's College,1,South,
12279,Wisconsin,1993,1,White,Others,Assault,La Crosse,1,Midwest,
12280,Oregon,2006,1,White,Black or African American,Intimidation,Bend,23,West,
12281,Oregon,1995,1,White,Others,Assault,Portland,1,West,
12282,California,2008,1,White,Black or African American,Assault,Los Angeles,4,West,
12283,California,2018,1,Black or African American,Others,Assault,Los Angeles,1,West,0.0
12284,California,1995,2,White,Others,Intimidation,Sacramento,2,West,
12285,California,2001,1,White,Others,Property,Perris,1,West,
12286,California,1995,1,White,Black or African American,Assault,Sacramento,3,West,
12287,Iowa,2014,1,Asian,Asian,Others,Ames,1,Midwest,0.0
12288,Connecticut,1998,1,White,Others,Intimidation,University of Connecticut:,1,Northeast,
12289,Pennsylvania,1999,1,White,Others,Assault,Philadelphia,5,Northeast,
12290,Michigan,2004,1,White,White,Others,Birmingham,1,Midwest,
12291,Arizona,2014,2,White,Black or African American,Intimidation,Phoenix,1,West,0.0
12292,North Carolina,1995,1,White,Black or African American,Assault,Chapel Hill,1,South,
12293,Florida,2007,1,White,Black or African American,Assault,Melbourne,1,South,
12294,Maryland,1995,1,White,Black or African American,Assault,Baltimore County Police Department,1,South,
12295,New York,2016,1,White,Others,Assault,New York,1,Northeast,0.0
12296,Colorado,2011,1,White,Others,Intimidation,Fort Collins,1,West,0.0
12297,Arizona,2009,1,White,Black or African American,Intimidation,Glendale,2,West,
12298,Iowa,2003,1,White,Asian,Assault,Des Moines,1,Midwest,
12299,Arizona,2009,1,White,Black or African American,Assault,Phoenix,1,West,
12300,Massachusetts,2001,1,Black or African American,Others,Assault,Springfield,1,Northeast,
12301,Illinois,2017,1,White,Others,Property,Wheaton,1,Midwest,0.0
12302,Kentucky,2000,1,White,Black or African American,Assault,Ballard,3,South,
12303,Florida,2006,1,White,Black or African American,Intimidation,Palm Bay,1,South,
12304,Massachusetts,2014,1,Black or African American,White,Property,Boston,3,Northeast,0.0
12305,Washington,2017,1,Black or African American,Others,Intimidation,Seattle,1,West,0.0
12306,Michigan,1996,1,White,Others,Assault,Montcalm,1,Midwest,
12307,Wisconsin,2014,1,Black or African American,Others,Intimidation,Milwaukee,1,Midwest,0.0
12308,Florida,2013,2,White,Black or African American,Intimidation,Panama City,1,South,0.0
12309,California,2006,1,White,Asian,Assault,Port of San Diego Harbor,1,West,
12310,Michigan,2002,1,White,Black or African American,Property,Wayne,1,Midwest,
12311,Texas,2007,1,White,Others,Assault,New Braunfels,2,South,
12312,Louisiana,2005,1,Black or African American,Black or African American,Others,East Carroll,1,South,
12313,California,2002,2,Black or African American,Others,Assault,Los Angeles,1,West,
12314,Missouri,2018,1,Black or African American,White,Assault,Blue Springs,1,Midwest,
12315,California,2002,1,White,Black or African American,Intimidation,San Jose,1,West,
12316,Massachusetts,2000,1,White,Asian,Assault,Bay Transportation Authority:,1,Northeast,
12317,Kansas,1998,1,White,Black or African American,Intimidation,Wichita,1,Midwest,
12318,New Jersey,1994,1,White,Black or African American,Assault,Point Pleasant Beach,1,Northeast,
12319,Idaho,2013,1,White,Others,Assault,Coeur d'Alene,1,West,0.0
12320,Colorado,2011,1,Black or African American,White,Assault,Denver,1,West,0.0
12321,Washington,2014,1,White,Others,Intimidation,Seattle,1,West,0.0
12322,California,1997,1,White,Black or African American,Assault,Santa Monica,1,West,
12323,Maryland,2010,1,Black or African American,Others,Others,Baltimore,3,South,
12324,Illinois,2006,2,White,Black or African American,Assault,Watseka,2,Midwest,
12325,Colorado,1994,1,White,Black or African American,Property,Denver,1,West,
12326,Washington,2018,1,White,White,Property,Spokane,1,West,0.0
12327,California,2006,2,White,Black or African American,Assault,Fresno,4,West,
12328,South Carolina,2006,3,White,Black or African American,Intimidation,Greenville,3,South,
12329,New Jersey,2000,2,White,Black or African American,Intimidation,Medford Township,1,Northeast,
12330,Illinois,1993,1,White,Others,Assault,Chicago,1,Midwest,
12331,California,2016,1,Black or African American,Others,Assault,Los Angeles,5,West,5.0
12332,Nevada,1996,1,White,Others,Property,Las Vegas Metropolitan Police Department,1,West,
12333,Kansas,2006,2,Black or African American,White,Assault,Beloit,1,Midwest,
12334,Massachusetts,2005,2,White,Black or African American,Assault,Dennis,2,Northeast,
12335,New Jersey,2014,1,White,Black or African American,Intimidation,Lakewood Township,1,Northeast,0.0
12336,Tennessee,2012,1,Black or African American,Others,Others,Chattanooga,1,South,
12337,California,2006,1,White,Black or African American,Intimidation,Los Angeles,2,West,
12338,Kentucky,2015,1,White,Black or African American,Assault,Boone,1,South,
12339,Tennessee,2013,2,Black or African American,Others,Assault,Shelby,1,South,0.0
12340,Ohio,2004,1,White,Black or African American,Intimidation,Columbus,1,Midwest,
12341,Maryland,2005,1,White,Black or African American,Assault,Howard County Police Department,1,South,
12342,South Carolina,2011,3,Black or African American,Others,Property,Aiken,1,South,0.0
12343,Massachusetts,2000,1,White,Black or African American,Assault,Salem,2,Northeast,
12344,Washington,2018,1,White,Asian,Assault,Seattle,1,West,0.0
12345,Virginia,2013,3,White,Black or African American,Assault,Carroll,3,South,0.0
12346,Missouri,2010,1,Black or African American,Others,Intimidation,Kansas City,1,Midwest,
12347,Tennessee,2007,1,White,Others,Assault,Jefferson,1,South,
12348,West Virginia,2000,1,White,Black or African American,Assault,Monongalia,2,South,
12349,Connecticut,2006,3,White,Others,Assault,Groton Town,3,Northeast,
12350,California,2001,1,White,Black or African American,Assault,San Diego,2,West,
12351,Michigan,2001,1,White,Black or African American,Intimidation,Michigan State University,1,Midwest,
12352,California,2006,2,White,Black or African American,Intimidation,Santee,1,West,
12353,Washington,2004,2,Black or African American,White,Assault,Lakewood,1,West,
12354,Michigan,2006,1,White,Black or African American,Assault,Grand Rapids,1,Midwest,
12355,California,2001,1,White,Black or African American,Assault,Covina,1,West,
12356,Connecticut,2017,1,White,Black or African American,Intimidation,Manchester,1,Northeast,0.0
12357,Wisconsin,2001,1,White,Black or African American,Intimidation,Sheboygan,1,Midwest,
12358,Ohio,1993,1,Black or African American,White,Assault,Columbus,2,Midwest,
12359,California,2003,2,White,Others,Intimidation,Riverside,1,West,
12360,Texas,2000,1,White,Black or African American,Assault,Carrollton,1,South,
12361,Rhode Island,2003,3,White,Black or African American,Intimidation,Warwick,1,Northeast,
12362,Pennsylvania,1991,1,White,White,Intimidation,Pottstown,1,Northeast,
12363,Colorado,1992,2,White,Others,Others,Denver,6,West,
12364,Oklahoma,2009,1,White,Others,Assault,Tulsa,1,South,
12365,California,2006,2,White,Asian,Assault,Milpitas,1,West,
12366,New York,2018,1,White,Others,Others,Suffolk County Police Department,1,Northeast,
12367,Tennessee,2008,1,Black or African American,Others,Intimidation,Memphis,1,South,
12368,California,1996,1,White,Others,Intimidation,Los Angeles,2,West,
12369,Maryland,1991,2,Black or African American,White,Assault,State Police:,4,South,
12370,Michigan,2001,1,White,Others,Intimidation,Ottawa,1,Midwest,
12371,California,2011,1,White,Black or African American,Assault,Garden Grove,1,West,0.0
12372,New Jersey,2001,1,White,Black or African American,Intimidation,Lopatcong Township,1,Northeast,
12373,Ohio,1999,1,White,Others,Assault,Lakewood,3,Midwest,
12374,Wisconsin,2001,2,White,Asian,Assault,Sheboygan,2,Midwest,
12375,Illinois,1997,1,White,Black or African American,Assault,Mount Vernon,1,Midwest,
12376,California,1999,2,White,Others,Assault,Los Angeles,1,West,
12377,California,2011,1,White,Black or African American,Assault,Riverside,1,West,0.0
12378,Michigan,2001,1,White,White,Others,Cadillac,1,Midwest,
12379,Tennessee,2015,1,White,Others,Assault,Washington,1,South,
12380,Washington,2014,1,White,Black or African American,Assault,Seattle,1,West,0.0
12381,Oregon,1992,1,Black or African American,White,Assault,Portland,1,West,
12382,California,1993,1,White,White,Intimidation,San Francisco,1,West,
12383,Missouri,1998,1,White,Black or African American,Intimidation,St. Louis,1,Midwest,
12384,New Mexico,2010,1,White,Black or African American,Intimidation,Albuquerque,2,West,
12385,Colorado,2017,1,Black or African American,Others,Assault,Aurora,3,West,0.0
12386,Indiana,2008,1,White,Others,Intimidation,Bloomington,2,Midwest,
12387,Kansas,2012,1,White,Black or African American,Intimidation,Wichita,1,Midwest,
12388,Michigan,2014,2,White,Black or African American,Intimidation,Ottawa,1,Midwest,0.0
12389,California,2001,2,White,Others,Intimidation,San Jose,6,West,
12390,Washington,1995,1,White,Black or African American,Intimidation,Kelso,3,West,
12391,Rhode Island,1992,2,White,Others,Property,Newport,1,Northeast,
12392,California,2000,1,White,Black or African American,Assault,Lancaster,1,West,
12393,New Jersey,1997,2,Black or African American,Others,Intimidation,New Brunswick,1,Northeast,
12394,Michigan,2004,1,White,Black or African American,Others,Warren,1,Midwest,
12395,Massachusetts,2005,1,White,Black or African American,Intimidation,Boston,2,Northeast,
12396,Maryland,1995,1,Black or African American,White,Intimidation,Prince George's County Police Department,1,South,
12397,New Jersey,1991,1,White,Black or African American,Intimidation,Manasquan,1,Northeast,
12398,Texas,1992,1,White,Black or African American,Assault,Dallas,1,South,
12399,Massachusetts,2016,1,White,Others,Others,Manchester-by-the-Sea,1,Northeast,0.0
12400,Massachusetts,2011,1,White,Black or African American,Intimidation,Boston,1,Northeast,0.0
12401,Massachusetts,1999,1,Black or African American,White,Intimidation,Boston,2,Northeast,
12402,Nevada,2011,1,White,Black or African American,Assault,Las Vegas Metropolitan Police Department,1,West,0.0
12403,New York,1993,1,White,Black or African American,Intimidation,State Police:,1,Northeast,
12404,Michigan,2005,2,White,Asian,Assault,Ann Arbor,2,Midwest,
12405,Tennessee,2015,1,Black or African American,Others,Intimidation,Shelby,1,South,
12406,Colorado,2010,1,White,Others,Assault,Evans,2,West,
12407,Rhode Island,1992,1,Black or African American,White,Property,Providence,1,Northeast,
12408,California,1995,1,Asian,White,Assault,Los Angeles,2,West,
12409,Illinois,1992,1,White,Black or African American,Intimidation,Fairview Heights,1,Midwest,
12410,Kentucky,2016,1,Black or African American,Others,Assault,Shively,2,South,0.0
12411,Missouri,1995,1,White,Black or African American,Assault,St. Louis,3,Midwest,
12412,South Carolina,2008,1,White,Asian,Intimidation,Holly Hill,1,South,
12413,New Jersey,1996,1,White,Others,Intimidation,"Hamilton Township, Atlantic County",1,Northeast,
12414,Texas,2004,1,White,Others,Assault,Dallas,1,South,
12415,Iowa,2002,1,White,Others,Assault,Ames,3,Midwest,
12416,West Virginia,2016,1,White,Others,Others,Charleston,2,South,0.0
12417,California,1998,1,White,Black or African American,Assault,Orange,1,West,
12418,Virginia,2016,1,White,Others,Others,State Police:,1,South,0.0
12419,Texas,2018,2,White,Others,Assault,Ennis,1,South,0.0
12420,Ohio,1991,1,White,Black or African American,Assault,Ohio State Highway Patrol,2,Midwest,
12421,New Jersey,2003,1,White,Others,Intimidation,Woodbury Heights,1,Northeast,
12422,Michigan,2003,1,Black or African American,White,Assault,Clinton Township,1,Midwest,
12423,California,1998,1,White,Black or African American,Assault,Los Angeles,2,West,
12424,Indiana,1994,1,White,Black or African American,Intimidation,Gas City,2,Midwest,
12425,Illinois,1997,1,White,Black or African American,Assault,Chicago,1,Midwest,
12426,South Carolina,1996,3,White,Black or African American,Assault,Westminster,1,South,
12427,Federal,2018,1,White,Black or African American,Assault,Federal Bureau of Investigation,2,Other,0.0
12428,New Jersey,2011,1,White,Black or African American,Intimidation,Keansburg,1,Northeast,0.0
12429,Colorado,1991,1,White,Others,Intimidation,Denver,1,West,
12430,Indiana,2004,1,White,Black or African American,Intimidation,Griffith,1,Midwest,
12431,Ohio,2012,1,Black or African American,Others,Assault,Cleveland,2,Midwest,
12432,Texas,1994,1,White,Others,Property,Dallas,1,South,
12433,South Carolina,1996,3,White,Black or African American,Assault,Lexington,2,South,
12434,Michigan,2008,1,White,White,Others,Leoni Township,2,Midwest,
12435,Michigan,1996,1,White,Others,Assault,Troy,1,Midwest,
12436,Massachusetts,1992,1,Black or African American,White,Assault,Boston,1,Northeast,
12437,California,2011,2,White,Black or African American,Intimidation,Los Angeles,2,West,0.0
12438,Utah,2016,1,White,White,Others,Utah Highway Patrol,1,West,0.0
12439,New Jersey,2014,1,White,Others,Intimidation,Howell Township,1,Northeast,0.0
12440,New Jersey,1991,1,Black or African American,White,Intimidation,Manchester Township,1,Northeast,
12441,Michigan,2001,1,White,Others,Property,Northern Michigan University,1,Midwest,
12442,Massachusetts,1997,1,White,Others,Property,Middleboro,1,Northeast,
12443,Nevada,2006,1,White,Others,Assault,North Las Vegas,1,West,
12444,California,2004,1,White,Black or African American,Assault,Oceanside,2,West,
12445,Michigan,2012,1,Black or African American,White,Others,Saginaw Valley State University,1,Midwest,
12446,California,1996,1,White,Black or African American,Assault,Los Angeles,1,West,
12447,California,2001,1,White,Others,Assault,Santa Clara,1,West,
12448,Connecticut,1994,2,Black or African American,White,Intimidation,East Hartford,1,Northeast,
12449,Minnesota,1998,1,White,Black or African American,Intimidation,Coon Rapids,1,Midwest,
12450,Tennessee,2008,1,Black or African American,White,Intimidation,Cleveland,1,South,
12451,Arkansas,2006,4,White,Black or African American,Intimidation,Paragould,4,South,
12452,Maine,2002,1,White,Black or African American,Intimidation,York,1,Northeast,
12453,New Jersey,1992,1,Black or African American,White,Assault,Hackensack,3,Northeast,
12454,California,2000,1,White,Others,Property,Modesto,1,West,
12455,Pennsylvania,1991,1,White,Asian,Property,Brentwood,2,Northeast,
12456,Michigan,2013,1,White,Black or African American,Assault,Fraser,1,Midwest,0.0
12457,Oklahoma,2006,2,White,Black or African American,Assault,Cleveland,1,South,
12458,California,1994,2,White,Black or African American,Assault,Palm Springs,2,West,
12459,Ohio,2008,1,White,Others,Intimidation,"Miami Township, Montgomery County",1,Midwest,
12460,North Carolina,2017,1,White,Black or African American,Assault,Gaston County Police Department,1,South,0.0
12461,Ohio,2017,1,White,Others,Property,Columbus,1,Midwest,0.0
12462,California,2001,1,White,Others,Assault,San Francisco,2,West,
12463,Kentucky,2012,1,Black or African American,White,Intimidation,Campbellsville,1,South,
12464,Virginia,1999,1,White,Black or African American,Assault,Norfolk,1,South,
12465,Missouri,2012,1,Black or African American,White,Assault,Kansas City,5,Midwest,
12466,Oregon,1992,4,White,Others,Intimidation,Marion,2,West,
12467,New York,2017,1,White,Others,Property,New York,1,Northeast,
12468,Pennsylvania,2000,1,White,Asian,Assault,Pittsburgh,3,Northeast,
12469,Michigan,2014,1,White,Black or African American,Intimidation,Lincoln Park,1,Midwest,0.0
12470,California,1998,1,Black or African American,White,Intimidation,Los Angeles,2,West,
12471,Massachusetts,2001,1,White,Asian,Intimidation,Boston,1,Northeast,
12472,Oregon,2010,1,Black or African American,Black or African American,Intimidation,Sutherlin,1,West,
12473,North Carolina,2011,1,White,Others,Intimidation,Forsyth,1,South,0.0
12474,Massachusetts,2002,1,White,Asian,Intimidation,Boston,1,Northeast,
12475,New Jersey,2013,2,White,Others,Intimidation,Hardyston Township,1,Northeast,0.0
12476,New Jersey,2008,1,White,Others,Intimidation,Seaside Park,1,Northeast,
12477,Minnesota,2003,1,White,Black or African American,Intimidation,Shakopee,1,Midwest,
12478,Ohio,2002,1,Black or African American,White,Intimidation,Lakewood,1,Midwest,
12479,Michigan,1994,1,White,Black or African American,Intimidation,Flushing Township,1,Midwest,
12480,Michigan,2001,1,White,Others,Intimidation,Canton Township,2,Midwest,
12481,Connecticut,2002,1,White,Others,Assault,Shelton,2,Northeast,
12482,Maryland,1992,1,Black or African American,Others,Assault,Frederick,1,South,
12483,Nevada,2011,1,White,Black or African American,Assault,Las Vegas Metropolitan Police Department,1,West,0.0
12484,Michigan,1999,4,White,Black or African American,Intimidation,Wyoming,1,Midwest,
12485,South Carolina,2002,3,Black or African American,White,Assault,Georgetown,2,South,
12486,Maryland,1993,1,Black or African American,White,Intimidation,Montgomery County Police Department,2,South,
12487,California,2006,1,White,Black or African American,Property,Huntington Beach,1,West,
12488,Texas,1994,1,Black or African American,White,Assault,Arlington,8,South,
12489,Tennessee,2012,1,White,White,Others,Jamestown,1,South,
12490,Pennsylvania,1994,1,White,Black or African American,Intimidation,Pittsburgh,1,Northeast,
12491,Indiana,2001,1,White,Black or African American,Property,Valparaiso,1,Midwest,
12492,Colorado,1991,1,Black or African American,White,Assault,Glendale,1,West,
12493,New York,1992,1,White,Others,Assault,New York,3,Northeast,
12494,Illinois,2017,1,White,Black or African American,Intimidation,Chicago,1,Midwest,0.0
12495,California,1997,2,White,Others,Assault,Kern,4,West,
12496,Minnesota,2018,1,Black or African American,Others,Intimidation,Coon Rapids,2,Midwest,2.0
12497,New Jersey,2008,1,Black or African American,Others,Intimidation,South Brunswick Township,1,Northeast,
12498,Arizona,1994,1,White,Asian,Property,Phoenix,2,West,
12499,California,2012,1,White,Black or African American,Assault,Escondido,4,West,
12500,Oregon,1996,1,White,Others,Assault,Portland,3,West,
12501,Colorado,2014,1,Black or African American,Black or African American,Assault,Greenwood Village,1,West,0.0
12502,Virginia,2017,1,Black or African American,Black or African American,Property,Henrico County Police Department,1,South,0.0
12503,Michigan,1999,1,White,Others,Intimidation,Royal Oak,1,Midwest,
12504,Missouri,1993,1,White,Black or African American,Intimidation,Springfield,1,Midwest,
12505,New York,2003,1,White,Black or African American,Intimidation,Ithaca,1,Northeast,
12506,Kentucky,2015,2,White,Black or African American,Intimidation,State Police:,1,South,
12507,Illinois,1996,1,White,Black or African American,Intimidation,Creve Coeur,1,Midwest,
12508,Oregon,1992,1,White,Black or African American,Intimidation,Portland,2,West,
12509,Maryland,1995,1,White,Others,Intimidation,Montgomery County Police Department,1,South,
12510,Connecticut,2014,1,White,Black or African American,Intimidation,Norwalk,1,Northeast,0.0
12511,South Dakota,2000,1,Others,Others,Assault,Division of Criminal Investigation,1,Midwest,
12512,Washington,1999,1,White,Others,Intimidation,Seattle,1,West,
12513,Nevada,2007,1,White,Asian,Intimidation,Reno,1,West,
12514,Idaho,1992,1,White,White,Assault,Twin Falls,3,West,
12515,California,1999,1,White,Others,Assault,San Diego,2,West,
12516,Vermont,2006,1,White,Black or African American,Assault,Burlington,1,Northeast,
12517,Connecticut,2001,1,White,Black or African American,Intimidation,Woodbridge,1,Northeast,
12518,Arizona,2005,1,White,Black or African American,Assault,Prescott,1,West,
12519,New York,1995,1,White,Black or African American,Intimidation,Greenburgh Town,1,Northeast,
12520,New Jersey,2012,1,White,Black or African American,Intimidation,Keansburg,1,Northeast,
12521,California,2007,3,White,Others,Assault,Los Angeles,2,West,
12522,Indiana,2009,1,White,Black or African American,Assault,Bloomington,1,Midwest,
